code_hopital,annee_fiscale,taux_occupation_lits,taux_mortalite,taux_infection_nosocomiale,duree_moyenne_sejour_jours,temps_attente_median_min,taux_lits_vacants,taux_transfert,nombre_lits_disponibles,total_admissions,nombre_medecins,nombre_infirmiers,ratio_medecin_par_lit,ratio_infirmier_par_lit,ratio_infirmier_par_medecin,statut_hopital
RJ7,2021-22,86.5,2.228,0.0687,5.03959298245614,294.0,13.5,3.77,951.0,113580.0,1518.0,2569.0,1.596,2.701,1.692,Attention
RJZ,2021-22,90.6,2.56,0.0952,5.44567848497793,239.0,9.4,4.71,1425.0444444444445,186915.0,2468.0,4262.0,1.732,2.991,1.727,Attention
RKE,2021-22,89.6,2.205,0.0766,4.06783335914511,217.0,10.4,2.11,306.53333333333336,45705.0,534.0,1039.0,1.742,3.39,1.946,Attention
RQM,2021-22,81.0,1.79,0.0382,3.40712531219683,211.0,19.0,2.57,887.3888888888889,130925.0,1299.0,1999.0,1.464,2.253,1.539,Normal
RQX,2021-22,80.9,2.188,0.0345,3.00158854506681,227.0,19.1,12.54,328.8,66700.0,542.0,1063.0,1.648,3.233,1.961,Attention
RRV,2021-22,88.0,1.814,0.0736,4.66435459062944,194.0,12.0,3.39,680.4,171265.0,1865.0,2979.0,2.741,4.378,1.597,Attention
RYJ,2021-22,78.8,1.934,0.0605,4.07531637675458,213.0,21.2,7.98,1116.6333333333334,198460.0,2107.0,3614.0,1.887,3.237,1.715,Normal
R0D,2021-22,78.1,2.289,0.0805,3.89705335655168,254.0,21.9,1.07,1259.9,168990.0,1111.0,2463.0,0.882,1.955,2.217,Normal
RA4,2021-22,93.6,2.359,0.0751,3.8825125891047,172.0,6.4,1.05,369.8222222222222,49270.0,303.0,739.0,0.819,1.998,2.439,Attention
RA7,2021-22,92.9,2.456,0.1118,4.25856509701603,190.0,7.1,6.62,1014.8666666666667,156530.0,1605.0,3171.0,1.581,3.125,1.976,Critique
RA9,2021-22,87.2,2.62,0.1576,3.93745254160068,186.0,12.8,1.69,392.4222222222222,74875.0,590.0,1375.0,1.503,3.504,2.331,Attention
RBD,2021-22,88.7,2.805,0.2148,4.01405650505755,110.0,11.3,1.43,361.15555555555557,51210.0,383.0,812.0,1.06,2.248,2.12,Attention
RBZ,2021-22,83.6,2.602,0.0608,3.54546380897388,206.0,16.4,4.15,304.8222222222222,41130.0,364.0,813.0,1.194,2.667,2.234,Normal
RD1,2021-22,94.8,2.599,0.1323,3.49220394107519,236.0,5.2,2.32,628.0666666666667,91470.0,707.0,1514.0,1.126,2.411,2.141,Critique
RH5,2021-22,87.8,2.376,0.1063,6.24269603390857,122.0,12.2,4.3,1008.3666666666667,91245.0,815.0,2463.0,0.808,2.443,3.022,Attention
RH8,2021-22,88.6,2.389,0.0887,4.17554014942451,211.0,11.4,1.75,845.5,128465.0,917.0,2312.0,1.085,2.734,2.521,Attention
RK9,2021-22,89.0,2.942,0.1499,4.95984463120646,272.0,11.0,1.27,1043.4333333333334,120115.0,1194.0,2288.0,1.144,2.193,1.916,Attention
RN3,2021-22,90.0,2.218,0.0793,3.90683524566547,192.0,10.0,1.7,612.8,94565.0,638.0,1551.0,1.041,2.531,2.431,Attention
RNZ,2021-22,92.2,2.656,0.0935,4.38490618874265,214.0,7.8,6.61,475.1,56665.0,447.0,934.0,0.941,1.966,2.089,Critique
RTE,2021-22,95.3,2.533,0.1247,3.23501502451368,210.0,4.7,5.95,893.0444444444445,158020.0,973.0,2011.0,1.09,2.252,2.067,Critique
RA2,2021-22,81.4,1.896,0.0537,3.38834116702969,211.0,18.6,2.07,513.7888888888889,81960.0,681.0,1324.0,1.325,2.577,1.944,Normal
RDU,2021-22,94.4,2.399,0.0691,4.34620505992011,295.0,5.6,1.85,1299.0777777777778,166375.0,1255.0,2653.0,0.966,2.042,2.114,Attention
RHM,2021-22,83.2,2.049,0.0888,4.57079242179586,237.0,16.8,1.29,1280.2,154350.0,1779.0,3607.0,1.39,2.818,2.028,Normal
RHU,2021-22,95.0,2.326,0.1263,4.25451812150724,223.0,5.0,1.39,1059.9333333333334,145665.0,1167.0,2424.0,1.101,2.287,2.077,Attention
RHW,2021-22,91.2,2.654,0.1064,3.0331372471607,182.0,8.8,7.03,706.5888888888888,109005.0,809.0,1683.0,1.145,2.382,2.08,Attention
RPA,2021-22,78.6,2.518,0.0641,3.59390446163194,202.0,21.4,2.37,585.3888888888889,81150.0,612.0,1234.0,1.045,2.108,2.016,Normal
